ID,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
10560,23,16,1,2,0,0,1,1,1,0,3,5
6892,23,641,7,56,0,0,28,8,10,4,6,8
11004,23,8,0,5,7,0,2,1,1,0,2,4
1818,23,25,0,8,0,1,4,1,2,0,2,9
9485,23,102,9,49,24,3,12,1,2,1,6,4
6646,23,3,0,5,13,0,1,1,1,0,3,6
4248,23,1000,19,711,125,115,38,0,4,6,9,1
7451,23,1000,19,711,125,115,38,0,4,6,9,1
7861,23,820,57,242,45,0,11,2,8,3,6,4
5232,23,86,12,75,33,15,6,1,4,1,5,4
3011,23,86,12,75,33,15,6,1,4,1,5,4
5758,23,1074,0,69,0,0,46,1,10,4,13,6
2173,23,13,6,7,0,3,3,1,1,0,3,6
10711,23,217,77,373,111,23,93,1,3,6,12,1
8268,23,352,0,27,10,0,15,3,6,1,7,6
2782,23,352,0,27,10,0,15,3,6,1,7,6
9432,23,9,14,18,8,1,12,4,3,1,3,6
5872,23,240,90,216,63,6,24,4,4,4,10,3
11187,23,2,8,10,12,14,23,3,2,1,3,5
2428,23,3,18,26,11,8,12,3,2,0,4,7
1726,23,3,9,15,13,2,39,1,1,1,2,9
1802,23,412,5,119,38,29,77,3,3,3,12,2
1162,23,124,83,267,85,59,35,2,5,2,11,5
10643,23,124,83,267,85,59,35,2,5,2,11,5
11112,23,736,114,279,82,76,190,6,5,6,8,3
2114,23,1006,22,115,59,68,45,1,7,6,12,3
4261,23,1006,22,115,59,68,45,1,7,6,12,3
2457,23,8,4,5,15,2,11,2,1,0,3,7
2495,24,217,38,350,111,85,15,1,4,7,10,1
6983,24,23,2,17,2,1,0,2,2,0,3,7
3436,24,11,0,5,2,1,1,1,1,0,3,7
7505,24,22,1,9,0,0,14,1,1,1,2,4
4286,24,580,6,58,8,0,27,3,7,6,6,4
7224,24,10,0,10,3,1,7,2,1,1,2,8
6215,24,10,0,10,3,1,7,2,1,1,2,8
968,24,112,19,21,16,14,5,3,4,1,4,7
4096,24,112,19,21,16,14,5,3,4,1,4,7
3153,24,11,0,4,0,0,2,1,1,0,2,8
6504,24,2,5,9,28,6,28,3,2,1,3,5
5329,24,8,0,3,0,0,0,1,0,0,3,5
1175,24,88,39,54,64,28,153,1,3,5,3,6
1377,24,182,4,33,0,0,66,2,4,1,5,7
4607,24,227,23,389,42,21,75,1,4,5,7,2
4944,24,227,23,389,42,21,75,1,4,5,7,2
9483,24,290,59,177,77,5,29,7,4,6,8,3
1378,24,284,16,160,84,16,134,6,7,4,6,6
5991,24,173,2,39,3,2,47,3,5,1,4,7
2807,24,656,38,161,62,47,37,3,8,9,7,7
1052,24,656,38,161,62,47,37,3,8,9,7,7
9760,24,953,0,71,0,0,174,6,10,5,10,8
7101,24,953,0,71,0,0,174,6,10,5,10,8
9909,24,3,18,14,15,22,50,3,3,1,3,9
5907,24,8,0,8,0,0,2,1,1,0,2,8
793,24,18,3,17,3,0,4,1,2,0,3,9
8832,24,37,5,56,12,8,5,2,3,0,4,7
2535,24,163,0,480,0,126,75,1,6,5,8,9
1523,25,69,2,15,2,2,6,2,2,0,4,5
1839,25,56,7,48,10,2,18,1,3,0,4,7
9972,25,38,0,2,0,0,6,1,1,0,3,7
2945,25,38,0,2,0,0,6,1,1,0,3,7
9291,25,8,2,4,0,0,1,1,0,0,3,5
2829,25,626,0,70,0,7,28,2,9,3,8,6
8594,25,112,0,6,2,1,14,2,3,1,3,6
1592,25,547,99,812,151,82,33,0,4,6,5,1
4310,25,507,93,520,242,40,26,1,5,10,5,1
6950,25,35,1,16,0,1,1,2,2,0,3,7
8492,25,795,0,545,95,58,0,1,8,4,10,6
5684,25,56,0,9,0,0,3,2,2,0,3,7
5909,25,895,10,101,13,0,152,5,3,4,8,8
9855,25,899,0,101,0,0,20,1,6,6,13,4
975,25,178,4,26,8,4,44,5,4,1,5,6
8754,25,14,0,3,0,0,3,1,1,0,2,7
1456,25,265,199,303,234,9,170,7,10,2,12,7
2849,25,265,199,303,234,9,170,7,10,2,12,7
9984,25,349,16,144,28,5,182,5,8,5,4,8
5527,25,4,12,11,3,13,15,2,2,0,3,8
5628,25,848,154,323,201,61,78,1,10,3,10,6
7627,25,817,183,797,106,163,20,0,5,11,5,2
1351,25,962,12,194,16,24,12,4,7,8,13,6
10629,25,25,3,43,17,4,17,3,3,0,3,8
10395,25,1,45,3,4,6,42,3,3,1,3,8
6961,26,1,1,5,0,3,1,1,1,0,2,8
10196,26,212,123,177,15,64,23,2,8,2,8,4
6182,26,11,4,20,10,3,5,2,2,0,4,6
10432,26,2,0,9,3,6,2,1,1,0,3,8
1542,26,347,0,35,4,3,7,6,4,2,8,5
4220,26,73,0,13,0,1,0,1,2,1,3,3
4141,26,426,49,127,111,21,42,1,8,2,10,4
1940,26,1,3,4,2,2,6,1,1,0,2,8
1506,26,48,9,45,3,15,20,4,2,1,4,6
6347,26,1,1,4,11,9,10,1,1,0,3,8
1361,26,1076,68,103,29,91,68,1,3,4,8,1
9422,26,36,2,42,20,21,10,2,2,1,4,3
1081,26,733,9,180,12,19,66,11,6,3,5,4
7458,26,39,2,25,4,3,24,2,3,0,3,8
1012,26,523,7,134,37,14,169,4,8,2,10,7
5453,26,1083,108,649,253,151,108,1,4,7,12,2
6818,26,98,0,106,49,10,106,5,5,1,5,6
7807,26,98,0,106,49,10,106,5,5,1,5,6
7532,26,99,2,11,4,0,16,3,3,0,4,8
8346,26,138,15,35,25,11,72,2,6,2,2,9
5564,26,509,133,497,78,24,97,2,7,5,6,4
3267,27,527,0,21,0,0,60,3,8,1,8,6
3091,27,340,21,134,258,14,56,1,7,5,8,4
762,27,340,21,134,258,14,56,1,7,5,8,4
8029,27,1184,32,352,21,16,16,1,3,4,7,1
4376,27,10,24,15,13,1,30,1,2,1,3,7
10981,27,434,137,400,45,137,45,1,3,4,10,1
486,27,434,137,400,45,137,45,1,3,4,10,1
1158,27,102,1,15,2,0,24,1,3,0,4,7
9119,27,208,17,76,36,17,38,2,3,3,7,2
6694,27,438,66,400,12,38,114,1,8,3,13,4
10573,27,125,16,98,134,21,27,1,6,7,4,3
10140,27,1308,0,396,23,0,0,1,5,7,4,3
2286,27,64,1,21,0,1,27,2,2,1,3,6
8420,27,7,4,13,15,8,17,2,2,0,4,5
10065,27,7,4,13,15,8,17,2,2,0,4,5
1029,27,200,5,44,0,10,20,1,5,1,5,5
4207,27,1001,44,107,58,44,44,1,6,7,11,2
10277,27,36,0,2,0,0,4,1,1,0,3,7
4436,27,18,42,24,15,20,18,1,2,1,4,7
2929,27,18,42,24,15,20,18,1,2,1,4,7
6281,27,673,0,199,37,47,26,2,6,3,5,4
10390,27,6,7,4,3,4,6,1,1,0,3,6
2574,27,1050,12,144,0,0,24,3,6,4,8,5
709,27,787,20,204,0,0,92,3,2,2,11,8
5955,27,833,33,549,151,133,233,1,4,3,8,3
8486,27,284,0,52,8,3,20,4,9,0,4,10
10343,27,605,91,399,0,45,205,2,3,6,8,3
6652,28,227,151,573,98,54,31,1,3,4,9,1
8746,28,800,0,297,0,34,57,2,2,5,10,6
4686,28,861,31,558,62,95,79,0,6,5,13,2
3551,28,62,1,57,19,11,48,2,2,1,5,2
4338,28,23,0,9,0,0,12,1,1,0,3,4
4444,28,11,0,16,7,6,21,1,2,0,3,8
498,28,25,0,22,2,3,5,2,1,0,4,5
8230,28,22,2,31,7,4,5,1,2,0,3,7
2826,28,25,0,8,2,0,2,2,2,0,3,7
6222,28,25,0,8,2,0,2,2,2,0,3,7
7352,28,161,28,136,32,3,45,4,3,4,6,3
10928,28,315,4,62,41,31,146,2,7,1,7,5
10736,28,522,0,522,227,120,134,2,6,9,5,2
10163,28,712,50,420,65,38,38,1,8,4,7,4
6168,28,33,0,5,0,0,15,2,1,1,2,4
4656,28,342,32,230,34,32,40,5,10,5,4,9
626,28,22,2,12,0,2,5,1,1,0,3,4
3870,28,359,35,314,93,116,89,1,7,3,13,4
6299,28,324,48,186,39,18,198,6,6,8,4,7
7798,28,233,20,57,8,20,91,4,7,1,5,7
9973,28,370,9,92,6,9,4,3,7,1,8,7
4299,28,1001,17,572,93,125,17,7,11,11,5,7
10971,28,173,8,107,7,2,176,4,7,2,3,9
9931,29,5,0,1,1,1,1,15,0,0,0,19
6679,29,10,3,3,0,0,0,1,0,0,3,3
5961,29,8,4,20,6,3,16,1,1,0,3,5
6255,29,138,39,63,55,18,21,1,4,1,7,2
8614,29,245,19,125,37,67,14,1,4,2,10,2
7828,29,68,129,396,188,22,15,1,3,3,5,1
1277,29,434,22,388,104,22,34,1,10,7,10,4
3595,29,631,43,239,128,76,21,2,6,8,12,3
5735,29,1156,120,915,94,144,96,1,3,4,10,1
5350,29,1156,120,915,94,144,96,1,3,4,10,1
4137,29,398,40,367,119,122,30,1,7,4,4,4
6357,29,230,35,75,63,57,31,3,7,1,7,5
9316,29,2,0,7,3,7,10,1,1,0,3,6
3578,29,122,21,43,25,10,15,2,3,1,6,6
153,29,19,3,6,4,2,12,1,1,0,3,4
10524,29,386,23,95,54,41,196,4,2,11,5,2
1518,29,379,6,157,25,91,91,5,9,3,7,7
2036,29,243,11,119,10,3,15,3,4,2,8,4
9495,29,358,108,413,141,97,32,1,2,8,6,1
2631,29,358,108,413,141,97,32,1,2,8,6,1
6312,29,258,107,291,84,37,86,4,10,3,13,7
615,29,65,36,74,38,20,110,1,5,1,4,7
4406,29,846,84,352,91,56,42,4,9,4,8,5
10061,29,724,17,143,0,8,196,2,9,2,12,7
10619,29,770,29,890,250,27,24,1,7,3,7,3
4945,29,815,10,239,28,10,108,2,10,4,12,6
1777,29,2,2,11,41,7,11,1,2,0,3,8
4023,29,16,17,19,20,21,22,3,3,2,2,8
7922,29,819,0,72,12,0,63,2,11,2,10,7
10699,30,46,0,40,3,0,3,2,3,0,3,8
7516,30,5,3,11,12,5,9,1,2,0,3,6
3129,30,5,3,11,12,5,9,1,2,0,3,6
5121,30,479,5,82,7,17,171,2,7,6,5,5
2186,30,938,142,754,159,81,183,1,5,10,6,2
10548,30,283,17,372,138,106,44,1,3,8,12,1
6384,30,909,12,278,0,12,242,3,5,2,11,8
2625,30,156,29,56,30,32,47,2,3,2,7,3
1676,30,213,2,44,0,2,5,4,4,2,5,5
5534,30,123,1,26,2,0,72,2,3,2,3,7
6859,30,37,4,24,16,9,9,2,4,0,3,9
271,30,154,0,50,6,11,37,5,3,4,3,6
7699,30,154,0,50,6,11,37,5,3,4,3,6
7832,30,940,44,396,0,88,58,1,8,7,7,4
938,30,51,1,7,2,1,25,2,2,1,2,8
7873,30,141,11,114,15,14,5,4,4,1,7,5
9967,30,160,15,196,15,11,50,8,6,1,7,8
1087,30,16,14,36,37,22,48,3,4,1,2,9
8314,30,557,129,761,29,185,111,1,5,6,7,2
3762,30,196,0,512,33,130,54,1,3,5,8,1
10383,30,295,35,482,121,120,40,1,5,5,10,3
6798,30,231,7,137,4,15,39,9,5,1,8,7
4168,30,231,7,137,4,15,39,9,5,1,8,7
6690,30,38,4,22,4,2,20,4,3,1,3,7
10602,30,29,12,59,19,1,36,2,3,0,4,8
3220,30,29,12,59,19,1,36,2,3,0,4,8
5424,30,29,12,59,19,1,36,2,3,0,4,8
7488,30,420,15,186,151,38,15,3,5,3,13,3
5289,30,8,4,12,15,4,29,2,1,1,2,4
347,30,229,27,71,13,3,34,4,7,1,5,9
5236,30,1230,0,396,232,178,158,1,10,2,8,5
9478,30,91,64,128,65,3,50,2,4,3,6,3
477,31,1060,61,835,80,20,101,1,4,7,10,1
7411,31,11,0,5,0,0,1,2,1,0,3,6
3107,31,121,24,124,24,15,42,1,4,1,7,2
7437,31,13,0,8,2,1,5,1,1,0,4,3
255,31,17,0,2,0,0,2,2,1,0,3,6
3790,31,8,1,5,0,0,1,1,1,0,2,6
749,31,46,7,59,2,4,27,2,3,1,3,6
1503,31,85,1,16,2,1,2,0,0,0,1,1
8650,31,5,6,10,6,5,10,1,1,0,3,4
607,31,302,29,131,32,0,27,6,8,1,7,8
1008,31,728,17,133,11,8,124,1,7,3,13,6
9396,31,9,0,6,4,1,5,1,1,0,2,9
933,31,9,0,6,4,1,5,1,1,0,2,9
5710,31,110,0,5,2,0,3,2,2,1,4,5
2882,31,711,28,142,49,18,47,2,3,2,9,8
2379,31,778,44,499,95,73,146,2,3,4,5,7
5342,31,0,1,3,10,6,9,2,1,0,3,8
3262,31,995,112,417,42,48,41,1,2,9,13,5
5832,32,493,183,352,184,23,28,0,3,5,13,0
5025,32,23,17,23,43,20,9,1,2,1,4,3
569,32,704,129,853,120,74,111,1,5,6,7,2
3102,32,2,3,12,3,5,7,1,1,0,3,8
9449,32,415,5,124,15,35,11,1,5,2,11,3
8104,32,241,0,12,0,0,25,1,5,1,5,7
75,32,34,11,137,179,61,45,1,8,1,5,8
6421,32,1050,178,555,77,138,118,1,4,7,9,1
3037,32,135,46,92,65,61,11,2,5,2,7,5
4698,32,135,46,92,65,61,11,2,5,2,7,5
948,32,4,7,7,6,4,13,3,1,2,2,5
6177,32,76,10,56,3,1,23,2,4,0,4,8
3517,32,50,4,44,10,10,43,3,3,1,3,9
3491,32,384,60,364,119,101,232,4,11,6,8,7
7610,32,275,0,86,10,23,66,5,6,3,5,8
4377,32,254,10,44,30,10,227,2,7,3,3,7
9850,32,3,6,7,0,0,3,1,0,0,3,7
5544,32,957,40,175,158,53,107,2,7,8,5,5
6497,32,293,6,23,13,6,92,4,6,2,5,8
4543,32,777,129,573,216,21,203,1,2,7,9,4
5117,32,63,151,137,153,19,53,2,4,4,8,5
1448,33,21,12,12,0,3,3,3,2,0,4,4
6887,33,245,16,223,21,43,16,2,8,1,8,6
7500,33,245,16,223,21,43,16,2,8,1,8,6
2724,33,12,0,1,0,0,6,1,0,1,2,3
2256,33,17,0,3,0,0,1,2,1,0,3,6
1100,33,24,4,22,0,2,9,4,3,1,3,5
7725,33,173,26,255,35,71,81,1,4,4,7,1
2612,33,754,160,625,63,32,48,1,7,5,12,3
113,33,11,0,7,3,1,6,2,1,0,3,5
2868,33,20,1,28,3,3,2,3,2,0,3,8
4216,33,822,114,108,179,137,114,1,7,9,9,3
199,33,219,3,60,12,9,12,1,4,1,7,7
359,33,373,14,83,6,9,19,3,8,2,6,7
8842,33,15,0,12,7,3,7,3,2,0,3,7
2154,33,15,0,12,7,3,7,3,2,0,3,7
6050,33,1171,43,219,19,14,47,4,6,3,13,9
9204,33,371,159,194,58,106,141,4,4,3,6,3
4472,34,23,0,8,6,2,18,1,1,1,3,2
6864,34,8,4,10,2,2,4,2,3,0,3,5
10617,34,8,4,10,2,2,4,2,3,0,3,5
3924,34,801,0,80,0,0,35,5,8,3,12,5
5654,34,20,4,10,6,4,17,2,2,0,3,6
9216,34,23,2,11,3,1,4,2,2,0,3,6
8086,34,48,0,2,0,0,5,2,2,0,3,7
9097,34,244,8,32,7,2,50,4,3,1,8,4
7631,34,562,58,168,43,16,142,1,5,7,10,3
7275,34,79,1,31,4,4,12,3,2,1,4,6
8334,34,79,1,31,4,4,12,3,2,1,4,6
1987,34,1,10,11,19,3,15,2,2,0,3,6
2281,34,4,3,7,0,3,11,1,1,0,2,7
7034,34,8,7,9,13,6,12,2,2,0,3,8
2797,34,707,20,171,65,60,50,1,9,7,9,5
3934,34,356,0,107,19,9,117,2,7,1,8,5
2493,34,356,0,107,19,9,117,2,7,1,8,5
3759,34,743,19,181,12,0,200,2,7,6,11,5
965,34,235,65,164,50,49,27,4,7,3,7,6
7378,34,393,5,136,7,5,27,5,10,1,6,9
1859,34,721,111,925,97,18,18,1,7,6,5,5
6263,34,28,9,37,12,7,13,3,2,0,4,8
2072,34,896,10,101,13,10,34,6,4,2,9,9
8908,35,217,76,690,50,26,38,1,3,11,5,1
738,35,48,13,57,24,15,25,4,3,1,4,7
10129,35,482,147,509,104,107,107,1,3,5,12,1
807,35,167,2,89,0,0,34,6,6,1,4,8
3334,35,879,143,797,106,143,143,0,5,7,9,1
5423,35,6,0,5,2,1,2,1,1,0,2,7
4426,35,367,4,51,6,4,95,6,7,2,6,7
10489,35,693,21,925,31,24,84,1,6,7,9,2
2570,35,691,7,61,10,0,46,4,10,4,7,8
3834,35,231,161,215,171,30,53,2,8,2,11,5
590,35,816,66,549,216,66,99,1,5,6,4,3
4791,35,19,1,17,2,0,2,1,1,0,3,8
5304,35,24,0,8,0,0,1,2,1,0,3,6
2426,35,483,74,114,169,37,18,1,5,10,13,3
35,35,32,1,64,16,12,85,3,2,2,3,6
8041,35,595,71,153,120,112,41,6,3,2,10,9
3584,35,1181,26,120,17,13,39,2,5,10,5,8
7718,36,244,51,270,101,0,45,1,1,3,5,1
8605,36,48,0,14,0,0,6,2,2,0,3,6
1646,36,4,9,12,11,2,8,2,1,1,3,3
9206,36,491,48,231,112,105,134,2,5,7,12,1
10757,36,4,2,5,2,0,0,1,1,0,2,6
6885,36,38,0,12,3,1,1,1,2,0,3,7
907,36,254,6,71,4,0,27,5,5,1,7,5
1150,36,755,144,562,104,64,224,1,4,6,4,1
3867,36,410,112,420,0,82,71,1,9,3,13,4
3859,36,410,112,420,0,82,71,1,9,3,13,4
3265,36,21,1,9,7,3,5,1,1,0,3,6
4418,36,671,47,655,145,111,15,1,7,5,12,2
4611,36,1009,181,104,202,21,207,0,9,8,13,3
4530,36,972,19,595,180,26,138,3,3,7,10,3
7736,36,11,7,12,2,2,27,2,2,1,2,5
9949,36,598,16,141,32,41,49,3,3,3,6,8
942,36,139,13,78,20,13,36,3,7,1,3,9
6181,36,488,21,238,56,108,28,1,8,7,11,6
7660,37,15,0,8,4,2,20,2,1,1,2,5
2055,37,15,0,8,4,2,20,2,1,1,2,5
5107,37,15,0,8,4,2,20,2,1,1,2,5
1626,37,15,0,8,4,2,20,2,1,1,2,5
6428,37,605,10,345,84,54,32,1,1,8,7,0
9617,37,0,4,5,6,0,4,1,1,0,3,3
4339,37,702,17,151,0,8,35,5,5,6,12,2
7235,37,2,5,12,4,8,7,3,2,0,4,5
8527,37,239,7,119,4,15,11,5,6,2,6,7
1968,37,5,1,5,10,0,7,1,1,0,2,7
9862,37,1,6,7,11,5,3,2,2,0,3,6
11075,37,183,2,64,7,2,12,4,3,3,5,4
6658,37,771,51,154,54,10,154,7,11,2,12,6
4552,37,83,2,101,64,26,117,1,3,5,3,4
10377,37,170,6,97,24,12,88,3,6,1,5,6
5336,37,39,1,9,2,0,8,0,1,0,1,1
10350,37,33,0,5,0,0,0,1,1,0,3,4
11071,37,450,133,951,173,0,216,1,3,6,6,1
11100,37,51,2,7,0,1,2,2,2,0,3,7
6516,37,0,0,1,7,4,6,1,1,0,2,7
1734,37,59,0,11,4,2,5,4,3,0,4,7
2131,37,1063,89,102,16,12,25,4,9,4,6,6
6439,37,789,0,133,0,28,152,7,11,5,8,7
10591,37,63,10,83,7,19,19,2,4,1,4,7
9797,38,228,19,130,4,11,51,2,3,3,8,2
9336,38,512,0,83,0,0,41,3,6,2,10,4
2174,38,11,1,6,2,1,6,2,1,1,2,5
3197,38,275,59,107,69,101,59,2,6,4,8,4
9185,38,452,20,514,13,30,0,3,4,6,5,3
905,38,7,17,18,6,10,26,4,4,0,3,8
10858,38,355,30,177,90,138,30,4,9,5,7,5
8925,38,512,53,98,81,179,89,3,8,5,10,5
2499,38,204,97,97,21,118,26,1,5,2,10,4
1109,38,6,0,5,0,0,1,1,1,0,2,7
326,38,235,6,45,8,9,12,4,5,1,6,6
10967,38,33,6,40,3,7,10,3,2,0,4,7
5370,38,239,3,141,0,7,23,4,7,1,6,8
2098,38,11,0,5,0,0,1,1,1,0,2,8
1773,38,5,6,15,11,7,13,1,2,0,3,9
5036,38,252,3,42,4,3,102,2,4,5,3,6
4856,38,556,54,845,202,133,63,1,7,7,10,3
8722,38,556,54,845,202,133,63,1,7,7,10,3
2156,38,27,0,10,0,0,4,4,2,0,4,5
2569,38,3,14,17,6,1,5,1,1,0,3,8
10151,38,317,46,247,151,46,139,1,4,5,12,3
10473,38,158,19,288,25,0,38,1,6,4,9,7
7079,38,897,23,207,15,11,92,5,9,6,12,6
6875,38,167,13,180,86,13,70,2,7,3,5,8
6728,38,16,0,17,6,3,6,2,1,0,3,9
2471,39,48,58,68,16,66,43,1,3,2,6,2
49,39,2,3,6,4,1,9,1,1,1,2,7
4973,39,2,3,6,4,1,9,1,1,1,2,7
6387,39,42,0,17,0,0,18,3,2,1,3,5
5866,39,97,3,66,12,7,34,3,4,1,4,7
8523,39,24,1,16,12,2,5,3,4,0,3,8
7901,39,9,1,5,2,1,4,1,0,0,3,4
898,39,38,15,54,3,8,29,3,3,0,4,8
10242,39,56,0,11,0,0,8,2,2,0,4,5
5835,39,21,2,28,3,2,9,3,2,0,4,8
6919,39,4,7,15,13,9,15,3,2,1,3,6
6197,39,37,0,17,0,0,3,3,3,0,3,9
10475,39,187,5,65,26,20,14,2,4,2,6,5
4201,39,229,7,137,4,0,91,5,4,2,8,5
5092,39,380,0,47,6,0,34,4,7,1,7,8
6566,39,826,50,317,50,38,38,9,5,2,12,8
6613,39,513,7,133,46,14,14,6,8,4,8,8
9094,39,313,15,47,20,0,192,2,7,4,3,6
9847,39,313,15,47,20,0,192,2,7,4,3,6
10767,40,760,40,480,0,40,26,1,3,5,12,1
7943,40,18,0,6,3,3,5,1,1,1,3,2
1055,40,29,0,8,2,0,6,1,1,0,3,4
1458,40,8,3,19,3,3,8,3,3,0,3,6
8402,40,329,35,222,130,35,43,2,7,5,8,4
6246,40,703,102,601,0,58,43,1,3,11,8,1
4654,40,571,12,523,63,60,24,1,3,10,5,2
6103,40,40,15,15,17,6,7,1,2,1,3,4
8147,40,28,0,11,0,0,9,3,2,0,3,8
10207,40,5,1,8,0,0,1,1,1,0,2,8
4838,40,5,1,8,0,0,1,1,1,0,2,8
10219,40,6,2,15,6,6,3,1,1,0,3,8
2176,40,1218,16,272,104,0,80,2,5,3,6,6
9121,40,1218,16,272,104,0,80,2,5,3,6,6
5802,40,2,7,11,16,12,27,1,2,0,4,6
10790,40,9,0,5,0,0,7,1,1,0,2,8
178,40,478,0,193,110,75,117,4,8,3,11,5
2308,40,110,5,137,26,23,29,2,6,1,5,7
7431,40,1332,17,311,23,51,86,1,7,4,5,9
9405,40,84,3,61,2,1,21,3,3,1,4,7
10525,40,10,0,8,0,0,9,1,1,0,2,9
7503,40,1032,105,779,137,105,51,0,5,8,9,4
8783,40,296,13,104,11,13,17,3,4,2,9,3
1403,40,8,4,15,3,5,3,2,1,0,3,7
4643,40,8,26,46,38,9,49,2,3,0,4,8
3463,41,674,62,134,0,26,8,4,7,3,13,5
4055,41,2,10,11,12,9,20,2,3,0,3,6
7010,41,635,114,254,132,152,76,1,6,6,7,3
4767,41,635,114,254,132,152,76,1,6,6,7,3
1927,41,399,27,159,58,8,39,4,4,4,5,2
437,41,294,142,218,164,58,151,1,3,8,11,1
4331,41,913,26,376,17,26,13,1,3,6,11,1
4084,41,224,155,155,192,93,54,2,6,4,11,4
8135,41,7,4,23,7,0,11,1,1,0,3,7
9750,41,731,60,353,78,12,73,5,10,3,5,7
6682,41,2,8,1,4,7,15,1,1,0,3,8
10581,41,281,7,84,15,0,119,7,7,3,4,8
3710,41,19,0,35,6,4,17,2,2,1,2,7
5207,41,489,6,152,8,6,132,10,9,4,6,8
9360,41,86,2,73,69,38,48,1,4,2,5,8
4679,42,721,0,152,119,50,50,3,7,6,12,4
1340,42,551,137,792,179,103,33,1,6,7,13,1
10839,42,6,5,5,8,0,5,2,1,0,3,4
5303,42,471,0,510,99,21,12,1,6,4,9,2
9829,42,22,4,17,12,10,13,3,2,0,4,6
10469,42,519,71,860,93,27,53,1,6,2,9,2
3602,42,140,3,29,4,5,14,2,3,2,4,4
4756,42,176,29,818,0,33,112,1,7,6,11,4
8181,42,51,12,49,17,24,24,3,4,1,3,8
6958,42,14,0,4,0,0,8,1,1,1,2,6
10856,42,31,0,6,0,1,8,1,1,0,3,6
3321,42,421,5,90,0,16,10,3,7,3,7,5
5394,42,3,9,4,7,8,7,4,1,1,4,3
433,42,534,5,47,0,5,41,5,11,1,6,8
6320,42,768,44,561,77,44,14,1,6,6,10,3
5376,42,1,1,1725,1,1,1,15,0,28,0,1
1867,42,652,48,350,94,84,108,1,9,3,6,5
4324,42,235,0,235,19,4,191,5,8,1,7,8
3661,42,594,51,631,72,55,32,1,4,6,8,2
521,42,174,77,203,6,24,97,2,8,1,7,7
10403,43,2,13,6,7,5,11,3,3,0,3,7
7186,43,24,0,2,0,0,9,2,1,1,2,5
4329,43,6,0,6,2,1,1,2,1,0,3,7
4394,43,1142,29,249,38,29,14,1,5,5,12,2
1717,43,80,15,93,20,13,52,3,5,1,4,8
1016,43,41,1,6,2,0,5,2,2,0,3,6
3783,43,105,0,10,0,1,0,2,2,1,4,5
5848,43,724,74,929,97,55,130,1,5,6,7,2
10727,43,1181,107,199,39,30,30,2,7,3,13,8
5299,43,1181,107,199,39,30,30,2,7,3,13,8
6872,43,284,3,84,4,7,23,2,4,2,8,4
1143,43,7,10,13,3,11,11,2,2,0,3,7
10381,43,14,0,3,0,0,4,1,1,0,2,6
11007,43,26,0,6,0,0,2,1,1,0,3,8
9145,43,604,26,470,123,161,94,2,5,9,6,2
5267,43,16,2,18,2,1,5,1,1,0,3,7
9738,43,65,4,16,0,4,11,1,3,0,3,8
10212,43,65,4,16,0,4,11,1,3,0,3,8
10010,43,100,2,16,2,1,31,4,3,2,2,9
10069,43,2,7,5,2,15,27,1,2,0,2,9
2694,44,21,0,3,0,0,0,1,1,0,3,6
10613,44,26,1,16,2,2,15,4,3,0,4,4
4646,44,207,26,447,75,0,223,1,5,7,12,2
6935,44,207,26,447,75,0,223,1,5,7,12,2
5596,44,513,14,154,19,0,28,1,9,2,9,6
1044,44,299,5,201,21,21,49,3,5,4,8,4
9274,44,525,147,112,219,147,63,1,6,7,9,2
9076,44,155,1,25,0,1,3,4,4,1,4,8
4947,44,606,24,974,197,194,64,1,7,7,9,4
10176,44,159,0,120,0,0,137,7,4,4,8,8
3507,44,676,161,426,210,44,58,2,2,5,5,6
9235,45,7,0,8,2,0,1,1,1,0,2,7
10341,45,68,28,39,16,30,41,1,2,2,5,2
2639,45,19,5,12,10,3,19,3,3,1,2,6
6201,45,22,2,14,0,1,10,2,2,0,3,7
7397,45,494,5,82,7,0,100,3,7,2,9,7
2181,45,353,61,753,40,46,27,1,3,3,7,2
1204,45,1253,0,447,23,71,35,3,11,5,11,8
1170,45,50,15,110,39,15,15,4,5,1,4,8
8812,45,12,3,8,8,0,17,2,2,0,3,7
4690,45,443,10,75,0,10,48,4,8,1,8,8
1715,45,9,4,18,7,5,5,2,2,0,3,7
10821,45,182,4,33,0,2,42,6,4,1,5,7
6543,45,521,168,706,80,76,61,1,3,6,4,2
7119,45,395,15,263,60,54,38,1,2,3,6,1
3518,45,10,1,18,10,4,7,1,1,1,2,9
1245,45,977,12,253,16,12,101,4,4,3,12,8
2561,45,977,12,253,16,12,101,4,4,3,12,8
9624,46,603,45,207,36,18,54,1,3,4,6,1
10509,46,51,0,16,0,0,4,2,3,0,3,8
7629,46,5,3,9,6,2,6,2,2,0,3,7
7875,46,967,0,617,43,50,0,1,4,8,13,2
2815,46,7,5,39,17,15,37,2,4,0,3,7
2936,46,18,0,4,0,0,1,1,1,0,3,7
3665,46,1,9,8,11,3,22,3,3,0,3,8
10888,46,273,11,178,62,83,29,2,8,4,6,6
6637,46,277,162,305,173,76,124,1,3,4,7,1
5077,46,425,115,292,23,35,79,1,6,6,11,3
6173,46,425,115,292,23,35,79,1,6,6,11,3
3969,46,35,4,17,7,6,64,1,2,2,2,5
